shopId/name/address/city/phone/reviewCount/openTime/closeTime
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
1580162918/바다김밥 본점/전남 여수시 중앙동 667/전남/061-664-9734/0/09:00:00/18:00:00
